,text,favourite_count,retweet_count,created_at,author_id
49,"RT @tvcultura: Após fala de Bolsonaro, Supremo Tribunal Federal (STF) voltou a negar que proibiu o Governo Federal de agir contra a pandemi…",0,8,2021-07-28 22:46:08,Sandra Galasse
50,"O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF
#ArqueirosPatriotas
#ApoioJB2022
#Bolsonaro
SDV Direita👇
@ValLiesner
@BRQuerido
@ArrowPatriota
@VlmRobo
@VLM_Of
@V4ldeirOficial
@Valofic
@Musketieres
@FoxMG https://t.co/cjnyQ52JCK",3,2,2021-07-28 22:44:45,Arqueiro Patriota
51,RT @ADL_es: Ni #Bolsonaro ni ningún funcionario electo deberían dar la bienvenida a un político de AfD. El partido alemán AfD de extrema de…,0,3,2021-07-28 22:44:44,Liat Altman
52,"RT @AmericaElige: Brazil, Futura Inteligência/Modalmais poll:

Lula (PT, centre-left): 47% 
Bolsonaro (ApB, right): 33%
Gomes (PDT, centre-…",0,13,2021-07-28 22:43:17,📍Alan
53,@andersongtorres @jairbolsonaro #Bolsonaro #FechadoComBolsonaro #FechadoComBolsonaroAte2026,0,0,2021-07-28 22:42:47,Hilson Nogueira
54,RT @cuba_enresumen: Nuevamente #Bolsonaro dejó entrever ausencia en #elecciones en #Brasil https://t.co/AdtzZO8op3,0,1,2021-07-28 22:39:58,@argentinacuba
55,#bolsonaro https://t.co/8YASwxlV3b,0,0,2021-07-28 22:39:20,🇧🇷Sigo de Volta🇧🇷🇮🇱🇧🇷🇮🇱🇧🇷
56,"RT @AmericaElige: Brazil, Futura Inteligência/Modalmais poll:

Lula (PT, centre-left): 47% 
Bolsonaro (ApB, right): 33%
Gomes (PDT, centre-…",0,13,2021-07-28 22:38:30,Assessor 2 - O inesquecível e injustiçado
57,Nuevamente #Bolsonaro dejó entrever ausencia en #elecciones en #Brasil https://t.co/AdtzZO8op3,0,1,2021-07-28 22:38:21,Cuba 🇨🇺 en Resumen
58,"RT @koelnnews: #Popolisten beim Tete-a-Tete. Da kuschelt zusammen, was zusammengehört. #BesteFreunde #Noafd #Bolsonaro #Brasilien #Rechtsex…",0,2,2021-07-28 22:37:18,Herr M.
59,"RT @AmericaElige: Brazil, Futura Inteligência/Modalmais poll:

Second round

Lula (PT, centre-left): 61% 
Bolsonaro (ApB, right): 39% 

Fie…",0,23,2021-07-28 22:36:22,😈
60,"RT @Valofic: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF
#Arqu…",0,3,2021-07-28 22:35:54,@ACAM 🇧🇷
61,"@GuiValente_tmj @gleisi Esses petistas, todos  os dias,  não nos deixa esquecer  que o #Bolsonaro é  o melhor.",4,0,2021-07-28 22:34:20,°*:☆°*:♡°*Joelima🔅🇧🇷 #ForaDoria
62,"@projetoaquario @RodrigoMaia O choro é Livre!!! Caso tenha prova de #Fraudes nas eleições, simples apresente na @policiafederal ela se encarregará do resto, lembrado que #Bolsonaro apresentará a mídia  provas de supostas Fraudes, dizendo ele... kkkkkk",19,0,2021-07-28 22:30:36,SANDRO_MO1975
63,"RT @ArrowPatriota: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF…",0,8,2021-07-28 22:29:34,Alexandrino Leonardo
64,"RT @Valofic: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF
#Arqu…",0,3,2021-07-28 22:28:45,Thomas Shelby
65,"RT @Valofic: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF
#Arqu…",0,3,2021-07-28 22:28:10,@ACAM 🇧🇷
66,"O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF
#ArqueirosPatriotas
#ApoioJB2022
#Bolsonaro
SDV Direita👇
@ValLiesner
@BRQuerido
@ArrowPatriota
@VlmRobo
@VLM_Of
@V4ldeirOficial
@Valofic
@Musketieres
@FoxMG https://t.co/D6XudJsQuS",6,3,2021-07-28 22:27:56,Valdeir Patriota
67,"RT @V4ldeirOficial: Não perguntes o que a tua pátria pode fazer por ti
Pergunta o que tu podes fazer por ela
J.Ken
#MosqueteirosPatriotas
#…",0,21,2021-07-28 22:26:30,Pjgc 🇧🇷🇧🇷Brasil acima de tudo
68,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,15,2021-07-28 22:25:17,Eduardo Amaral
69,"RT @jornal_cultura: Após fala de Bolsonaro, Supremo Tribunal Federal (STF) voltou a negar que proibiu o Governo Federal de agir contra a pa…",0,6,2021-07-28 22:25:06,estrelitzia
70,"RT @V4ldeirOficial: Não perguntes o que a tua pátria pode fazer por ti
Pergunta o que tu podes fazer por ela
J.Ken
#MosqueteirosPatriotas
#…",0,21,2021-07-28 22:25:05,Valdeir Patriota
71,"RT @V4ldeirOficial: Não perguntes o que a tua pátria pode fazer por ti
Pergunta o que tu podes fazer por ela
J.Ken
#MosqueteirosPatriotas
#…",0,21,2021-07-28 22:25:00,Valdeir Patriota
72,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,14,2021-07-28 22:24:52,Eduardo Amaral
73,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,15,2021-07-28 22:24:46,Valdeir Patriota
74,"Governo #Bolsonaro reafirma campanha por armamento com foto do Dia do #Agricultor, avalia Sakamoto

https://t.co/1MIQ2FEf02",0,0,2021-07-28 22:24:46,!BelezaPura! 🚩
75,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,14,2021-07-28 22:24:42,Valdeir Patriota
76,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,11,2021-07-28 22:24:37,Valdeir Patriota
77,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,10,2021-07-28 22:24:32,Valdeir Patriota
78,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,10,2021-07-28 22:24:28,Valdeir Patriota
79,#bandidobomébandidomorto #ptnuncamais #luladrão #forastf #bolsonaro #bolsonaro2022 #votoimpresso #FechadoComBolsonaro #globolixo #votoimpressoauditavel #Simaprivatizacaodoscorreios #LulaLadrao #armamentitas #cagueipracpi #OrePeloPresidente https://t.co/bUnQYBUNEK,0,0,2021-07-28 22:24:24,LOURIVAL OLIVEIRA
80,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,11,2021-07-28 22:24:23,Valdeir Patriota
81,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,8,2021-07-28 22:24:09,Valdeir Patriota
82,"RT @ArrowPatriota: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF…",0,5,2021-07-28 22:24:04,Valdeir Patriota
83,"RT @ArrowPatriota: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF…",0,4,2021-07-28 22:23:58,Valdeir Patriota
84,"RT @ArrowPatriota: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF…",0,8,2021-07-28 22:23:55,Valdeir Patriota
85,"RT @ArrowPatriota: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF…",0,6,2021-07-28 22:23:50,Valdeir Patriota
86,"RT @Valofic: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF
#Arqu…",0,3,2021-07-28 22:22:51,Valdeir Patriota
87,"O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF
#ArqueirosPatriotas
#ApoioJB2022
#Bolsonaro
SDV Direita👇
@ValLiesner
@BRQuerido
@ArrowPatriota
@VlmRobo
@VLM_Of
@V4ldeirOficial
@Valofic
@Musketieres
@FoxMG https://t.co/PQQpEoEgtE",3,3,2021-07-28 22:22:42,Valdeir Patriota
88,"Justiça proíbe churrasco com Bolsonaro oferecido por ruralistas no interior de São Paulo  #jairbolsonaro #bolsonaro #justica 
https://t.co/lWonN3sKXz",0,0,2021-07-28 22:19:44,98 FM Natal
89,"RT @jornal_cultura: Após fala de Bolsonaro, Supremo Tribunal Federal (STF) voltou a negar que proibiu o Governo Federal de agir contra a pa…",0,6,2021-07-28 22:16:33,Leticia XS
90,"RT @humanite_fr: #Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la…",0,29,2021-07-28 22:15:47,Benjy ☭ 🇵🇸
91,"RT @Marah_br: Fui tomar um café e conversar com uma pessoa. O abestado logo fala que odeia #BOLSONARO 
 
Resumo = Ñ vai ter o segundo café.…",0,666,2021-07-28 22:15:26,Luiz Cardoso
92,"RT @AmericaElige: Brazil, Futura Inteligência/Modalmais poll:

Second round

Lula (PT, centre-left): 61% 
Bolsonaro (ApB, right): 39% 

Fie…",0,23,2021-07-28 22:14:32,ScorpionInPink🌹🇵🇭🇺🇲🇵🇸🇮🇪🇬🇷🇦🇲🏳‍🌈
93,"RT @koelnnews: #Popolisten beim Tete-a-Tete. Da kuschelt zusammen, was zusammengehört. #BesteFreunde #Noafd #Bolsonaro #Brasilien #Rechtsex…",0,2,2021-07-28 22:14:18,Der Dude
94,"RT @AmericaElige: Brazil, Futura Inteligência/Modalmais poll:

Lula (PT, centre-left): 47% 
Bolsonaro (ApB, right): 33%
Gomes (PDT, centre-…",0,13,2021-07-28 22:14:15,Gabriel Caffaro
95,"RT @ArrowPatriota: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF…",0,8,2021-07-28 22:13:43,Cesar Nilton
96,"RT @em_com: Após falas de #Bolsonaro, STF nega que impediu governo de agir na #pandemia

https://t.co/C5UpsekHSW https://t.co/OyRIUNLzbq",0,2,2021-07-28 22:12:58,SEU CASTOR 🪵🦫
97,"#Bolsonaro fez 87 ataques à imprensa este ano, diz a Organização Repórteres Sem Fronteiras
https://t.co/s2iiGvaGqG",0,0,2021-07-28 22:11:44,Inter da Amazônia
98,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,8,2021-07-28 22:09:50,Cláudio
99,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,8,2021-07-28 22:09:47,@Jacome72439256
100,"Filho 04 de Bolsonaro quer ser influenciador digital e vai para reality #jairbolsonaro #bolsonaro #renanbolsonaro 
https://t.co/JFItYRNW7y",0,0,2021-07-28 22:08:35,98 FM Natal
101,"RT @PlenoNews: Bolsonaro diz que sem eleição democrática, 'o povo vai reagir'
#Bolsonaro #Eleicoes2022 #PlenoNews 
https://t.co/pX7blFi8iX",0,7,2021-07-28 22:06:23,Cler
102,"RT @V4ldeirOficial: Não perguntes o que a tua pátria pode fazer por ti
Pergunta o que tu podes fazer por ela
J.Ken
#MosqueteirosPatriotas
#…",0,21,2021-07-28 22:06:19,valdeir Brasileiro 🇧🇷
103,"RT @V4ldeirOficial: Não perguntes o que a tua pátria pode fazer por ti
Pergunta o que tu podes fazer por ela
J.Ken
#MosqueteirosPatriotas
#…",0,21,2021-07-28 22:06:14,valdeir Brasileiro 🇧🇷
104,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,15,2021-07-28 22:05:28,valdeir Brasileiro 🇧🇷
105,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,14,2021-07-28 22:05:23,valdeir Brasileiro 🇧🇷
106,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,11,2021-07-28 22:05:19,valdeir Brasileiro 🇧🇷
107,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,10,2021-07-28 22:05:15,valdeir Brasileiro 🇧🇷
108,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,10,2021-07-28 22:05:10,valdeir Brasileiro 🇧🇷
109,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,11,2021-07-28 22:05:06,valdeir Brasileiro 🇧🇷
110,"RT @V4ldeirOficial: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCP…",0,8,2021-07-28 22:04:52,valdeir Brasileiro 🇧🇷
111,"RT @ArrowPatriota: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF…",0,5,2021-07-28 22:04:48,valdeir Brasileiro 🇧🇷
112,"RT @ArrowPatriota: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF…",0,4,2021-07-28 22:04:42,valdeir Brasileiro 🇧🇷
113,"RT @AmericaElige: Brazil, Futura Inteligência/Modalmais poll:

Lula (PT, centre-left): 47% 
Bolsonaro (ApB, right): 33%
Gomes (PDT, centre-…",0,13,2021-07-28 21:57:27,Eventualmente
114,"RT @humanite_fr: #Covid19 extrême droite #Amazonie. L'Humanité a rencontré le brésilien Raï. 
L'ancien international #PSG, nous parle de la…",0,29,2021-07-28 21:57:01,San Muteki
115,"RT @AmericaElige: Brazil, Futura Inteligência/Modalmais poll:

Lula (PT, centre-left): 47% 
Bolsonaro (ApB, right): 33%
Gomes (PDT, centre-…",0,13,2021-07-28 21:56:35,Blurry Pink Floydian
116,"RT @AmericaElige: Brazil, Futura Inteligência/Modalmais poll:

Lula (PT, centre-left): 39% 
Bolsonaro (ApB, right): 29%
Gomes (PDT, centre-…",0,8,2021-07-28 21:55:10,Rick Muir
117,"RT @AmericaElige: Brazil, Futura Inteligência/Modalmais poll:

Lula (PT, centre-left): 47% 
Bolsonaro (ApB, right): 33%
Gomes (PDT, centre-…",0,13,2021-07-28 21:54:35,ForasteiroRN🔴⚫
118,"RT @ArrowPatriota: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF…",0,5,2021-07-28 21:53:24,@DJ Ri_ch DJ Masterri_ch
119,"RT @ArrowPatriota: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF…",0,4,2021-07-28 21:53:04,@DJ Ri_ch DJ Masterri_ch
120,"RT @ArrowPatriota: O que me preocupa não é o grito dos maus.
É o Silêncio dos Bons.
Martin Luther King

#MosqueteirosPatriotas
#RobosComCPF…",0,8,2021-07-28 21:52:55,@DJ Ri_ch DJ Masterri_ch
121,"RT @AmericaElige: Brazil, Futura Inteligência/Modalmais poll:

Lula (PT, centre-left): 47% 
Bolsonaro (ApB, right): 33%
Gomes (PDT, centre-…",0,13,2021-07-28 21:52:42,Marcelo Franco
